post_date,account_username,comment_username,comment_text,likes_comment,comment_time,caption,post_url,total_post_likes,total_post_comments
2023-08-28,idx_channel,user_96470,Perbankan tolong jelaskan bulan ini. [4231],0,2023-08-29 04:15:31.749058300,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5905/,3899,334
2023-08-28,bisniscom,user_84802,IHSG rebound fundamental kuat. [6134],11,2023-08-28 16:36:53.945798192,Berita ekonomi terbaru dari bisniscom. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5906/,4755,243
2023-08-28,katadatacoid,user_67184,Kondisi ekonomi menguntungkan waktunya serok bawah 🚀 [1974],6,2023-08-28 19:43:16.142538084,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5907/,5541,297
2023-08-28,cnbcindonesia,user_52047,Suku bunga hold dulu min? [8678],8,2023-08-28 22:26:38.339277976,Berita ekonomi terbaru dari cnbcindonesia. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5908/,4653,365
2023-08-28,kontannews,user_72189,Investasi bullish untuk jangka panjang. [1071],18,2023-08-29 04:21:00.536017868,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5909/,5753,346
2023-08-28,bisniscom,user_77446,Saham rebound fundamental kuat. [2277],0,2023-08-29 06:08:22.732757756,Berita ekonomi terbaru dari bisniscom. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5910/,4369,346
2023-08-28,cnbcindonesia,user_52084,Kondisi ekonomi bullish fundamental kuat. [2166],27,2023-08-29 10:21:44.929497648,Berita ekonomi terbaru dari cnbcindonesia. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5911/,3856,335
2023-08-28,bisniscom,user_53647,Market tolong jelaskan min? [3468],1,2023-08-29 05:14:07.126237540,Berita ekonomi terbaru dari bisniscom. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5912/,5156,281
2023-08-28,katadatacoid,user_73316,Market turun tajam gak jelas! 🤬 [9595],5,2023-08-29 04:03:29.322977432,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5913/,3563,208
2023-08-28,katadatacoid,user_76712,Perbankan hold dulu min? [1663],12,2023-08-29 05:32:51.519717324,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5914/,4228,428
2023-08-28,cnbcindonesia,user_45295,Asing crash resesi di depan mata. [7246],0,2023-08-29 04:45:13.716457216,Berita ekonomi terbaru dari cnbcindonesia. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5915/,4992,355
2023-08-28,bisniscom,user_46058,Market bearish ngeri bgt. [2833],3,2023-08-29 17:41:35.913197104,Berita ekonomi terbaru dari bisniscom. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5916/,4612,160
2023-08-28,idx_channel,user_95030,Suku bunga apa dampaknya akhir tahun? [3010],15,2023-08-29 01:42:58.109936996,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5917/,3314,466
2023-08-28,kontannews,user_60353,Kebijakan BI rebound inflasi terkendali. [1609],4,2023-08-29 06:10:20.306676888,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5918/,5584,347
2023-08-28,katadatacoid,user_85784,Porto anjlok cut loss mending. [1354],7,2023-08-29 01:07:42.503416780,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5919/,3806,264
2023-08-28,kontannews,user_83005,Ekonomi boncos gak jelas! 🤬 [2126],3,2023-08-29 20:00:04.700156672,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5920/,5700,403
2023-08-29,kontannews,user_28485,Asing crash pada kabur. [3730],0,2023-08-29 18:54:26.896896564,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5921/,3621,375
2023-08-29,bisniscom,user_55528,Suku bunga tolong jelaskan wait and see. [6712],1,2023-08-29 19:53:49.093636452,Berita ekonomi terbaru dari bisniscom. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5922/,5441,510
2023-08-29,bisniscom,user_38496,Kebijakan anjlok pada kabur. [8736],1,2023-08-29 12:02:11.290376344,Berita ekonomi terbaru dari bisniscom. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5923/,3799,495
2023-08-29,cnbcindonesia,user_62518,Ekonomi merah merona resesi di depan mata. [3531],0,2023-08-29 09:49:33.487116236,Berita ekonomi terbaru dari cnbcindonesia. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5924/,4146,70
2023-08-29,katadatacoid,user_4555,Investasi menguntungkan fundamental kuat. [9522],0,2023-08-30 01:35:55.683856128,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5925/,4688,175
2023-08-29,cnbcindonesia,user_58687,IHSG apa dampaknya bulan ini. [6766],0,2023-08-29 15:31:17.880596020,Berita ekonomi terbaru dari cnbcindonesia. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5926/,6216,202
2023-08-29,kontannews,user_88572,Asing merah merona pada kabur. [6933],16,2023-08-30 04:29:40.077335912,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5927/,4710,443
2023-08-29,katadatacoid,user_44839,Saham bullish fundamental kuat. [7303],0,2023-08-29 14:03:02.274075800,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5928/,3165,341
2023-08-29,katadatacoid,user_67063,Inflasi menunggu rilis min? [2532],13,2023-08-29 19:30:24.470815692,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5929/,4940,436
2023-08-29,cnbcindonesia,user_82462,Asing crash pada kabur. [9799],1,2023-08-29 15:19:46.667555584,Berita ekonomi terbaru dari cnbcindonesia. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5930/,5358,210
2023-08-29,idx_channel,user_13957,IHSG tolong jelaskan lebih detail? [6189],10,2023-08-30 05:12:08.864295476,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5931/,4776,227
2023-08-29,kontannews,user_24127,Asing turun tajam resesi di depan mata. [2831],1,2023-08-30 10:30:31.061035368,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5932/,6077,256
2023-08-29,cnbcindonesia,user_59329,IHSG boncos pada kabur. [2020],1,2023-08-30 00:55:53.257775260,Berita ekonomi terbaru dari cnbcindonesia. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5933/,5549,316
2023-08-29,idx_channel,user_36948,Asing crash pada kabur. [6484],13,2023-08-30 11:43:15.454515148,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5934/,5912,299
2023-08-29,idx_channel,user_79800,IHSG turun tajam resesi di depan mata. [2613],6,2023-08-29 21:06:37.651255040,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5935/,5432,111
2023-08-29,idx_channel,user_15523,Inflasi hold dulu min? [3345],8,2023-08-29 15:39:59.847994932,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5936/,5298,326
2023-08-29,katadatacoid,user_98730,Kebijakan hancur pada kabur. [5426],4,2023-08-30 00:06:22.044734824,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5937/,6337,344
2023-08-29,bisniscom,user_79894,Asing turun tajam resesi di depan mata. [7034],5,2023-08-29 20:54:44.241474716,Berita ekonomi terbaru dari bisniscom. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5938/,6436,198
2023-08-29,katadatacoid,user_2504,Porto hancur cut loss mending. [2029],0,2023-08-30 05:22:06.438214608,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5939/,4928,390
2023-08-29,kontannews,user_95259,Ekonomi turun tajam gak jelas! 🤬 [6880],4,2023-08-30 15:18:28.634954496,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5940/,6188,332
2023-08-29,bisniscom,user_87754,Kondisi ekonomi hijau terus waktunya serok bawah 🚀 [4836],5,2023-08-30 06:47:50.831694388,Berita ekonomi terbaru dari bisniscom. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5941/,4342,265
2023-08-29,bisniscom,user_39609,Market boncos cut loss mending. [4767],0,2023-08-30 01:16:13.028434280,Berita ekonomi terbaru dari bisniscom. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5942/,6359,275
2023-08-29,idx_channel,user_36887,Investasi bullish waktunya serok bawah 🚀 [6949],0,2023-08-29 22:41:35.225174172,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5943/,4243,448
2023-08-29,bisniscom,user_8669,Market berapa target lebih detail? [8737],1,2023-08-30 07:53:57.421914064,Berita ekonomi terbaru dari bisniscom. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5944/,5125,401
2023-08-29,cnbcindonesia,user_58868,Suku bunga tolong jelaskan lebih detail? [4680],0,2023-08-30 05:58:19.618653956,Berita ekonomi terbaru dari cnbcindonesia. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5945/,3768,485
2023-08-30,kontannews,user_63143,Saham meroket fundamental kuat. [4142],0,2023-08-30 15:39:41.815393844,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5946/,4929,145
2023-08-30,bisniscom,user_25287,IHSG menguntungkan untuk jangka panjang. [5033],10,2023-08-30 10:57:04.012133736,Berita ekonomi terbaru dari bisniscom. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5947/,4393,353
2023-08-30,kontannews,user_20798,Market hijau terus mantap! #cuan [3186],11,2023-08-30 19:51:26.208873628,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5948/,6309,289
2023-08-30,katadatacoid,user_81128,Saham menguntungkan mantap! #cuan [8406],4,2023-08-31 03:10:48.405613520,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5949/,3984,199
2023-08-30,katadatacoid,user_55023,Inflasi apa dampaknya akhir tahun? [4181],0,2023-08-30 12:06:10.602353412,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5950/,4257,291
2023-08-30,idx_channel,user_25598,Inflasi berapa target akhir tahun? [4832],3,2023-08-30 10:25:32.799093304,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5951/,4297,174
2023-08-30,katadatacoid,user_11600,IHSG apa dampaknya bulan ini. [2970],4,2023-08-31 06:07:54.995833192,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5952/,3990,277
2023-08-30,bisniscom,user_64651,Ekonomi bearish gak jelas! 🤬 [4801],3,2023-08-31 04:03:17.192573084,Berita ekonomi terbaru dari bisniscom. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5953/,6073,163
2023-08-30,bisniscom,user_91670,Market hold dulu bulan ini. [6063],10,2023-08-30 19:08:39.389312976,Berita ekonomi terbaru dari bisniscom. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5954/,6527,377
2023-08-30,bisniscom,user_78784,Investasi naik fundamental kuat. [2817],0,2023-08-31 06:21:01.586052868,Berita ekonomi terbaru dari bisniscom. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5955/,2828,265
2023-08-30,kontannews,user_81224,Kebijakan BI bullish untuk jangka panjang. [8150],17,2023-08-30 17:33:23.782792760,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5956/,4646,81
2023-08-30,idx_channel,user_2558,Kebijakan merah merona ngeri bgt. [4230],8,2023-08-30 22:44:45.979532652,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5957/,3944,427
2023-08-30,bisniscom,user_48553,Market sangat bagus inflasi terkendali. [2392],0,2023-08-31 06:24:08.176272540,Berita ekonomi terbaru dari bisniscom. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5958/,6423,26
2023-08-30,kontannews,user_14127,Kondisi ekonomi naik fundamental kuat. [2921],0,2023-08-31 00:01:30.373012432,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5959/,4969,335
2023-08-30,bisniscom,user_98953,Market bearish cut loss mending. [4742],0,2023-08-30 19:49:52.569752324,Berita ekonomi terbaru dari bisniscom. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5960/,3510,495
2023-08-30,katadatacoid,user_46604,IHSG anjlok ngeri bgt. [6125],2,2023-08-31 01:21:14.766492216,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5961/,5078,387
2023-08-30,idx_channel,user_45870,Suku bunga berapa target wait and see. [3853],5,2023-08-31 02:07:36.963232108,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5962/,6875,385
2023-08-30,bisniscom,user_12782,Suku bunga berapa target bulan ini. [5445],7,2023-08-31 10:21:59.159972000,Berita ekonomi terbaru dari bisniscom. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5963/,5868,284
2023-08-30,bisniscom,user_88692,Market merah merona gak jelas! 🤬 [9944],1,2023-08-31 09:45:21.356711888,Berita ekonomi terbaru dari bisniscom. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5964/,6109,256
2023-08-30,katadatacoid,user_54428,Inflasi apa dampaknya lebih detail? [8943],7,2023-08-30 21:50:43.553451780,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5965/,4711,286
2023-08-30,kontannews,user_46713,Kebijakan BI menguntungkan inflasi terkendali. [6765],6,2023-08-30 22:44:05.750191672,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5966/,3751,469
2023-08-30,katadatacoid,user_3170,Market crash cut loss mending. [9863],0,2023-08-31 06:06:27.946931564,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5967/,6021,372
2023-08-30,idx_channel,user_42046,IHSG crash resesi di depan mata. [1831],2,2023-08-31 09:24:50.143671456,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5968/,5972,550
2023-08-30,kontannews,user_4877,IHSG naik fundamental kuat. [9213],3,2023-08-31 04:35:12.340411348,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5969/,5116,264
2023-08-30,idx_channel,user_99092,Inflasi hold dulu akhir tahun? [3329],3,2023-08-31 06:03:34.537151236,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5970/,6067,354
2023-08-31,cnbcindonesia,user_48878,Market boncos gak jelas! 🤬 [2138],11,2023-08-31 22:45:56.733891128,Berita ekonomi terbaru dari cnbcindonesia. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5971/,5518,457
2023-08-31,kontannews,user_42942,Asing bearish gak jelas! 🤬 [4344],7,2023-08-31 02:16:18.930631020,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5972/,5764,376
2023-08-31,idx_channel,user_46822,Market meroket mantap! #cuan [9741],0,2023-08-31 18:27:41.127370912,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5973/,5368,426
2023-08-31,bisniscom,user_97360,Market naik untuk jangka panjang. [7907],1,2023-08-31 06:31:03.324110804,Berita ekonomi terbaru dari bisniscom. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5974/,5632,372
2023-08-31,cnbcindonesia,user_99300,IHSG menguntungkan untuk jangka panjang. [4636],11,2023-08-31 18:41:25.520850696,Berita ekonomi terbaru dari cnbcindonesia. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5975/,5123,228
2023-08-31,idx_channel,user_10075,Asing merah merona cut loss mending. [9396],13,2023-08-31 14:54:47.717590584,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5976/,5319,301
2023-08-31,idx_channel,user_51372,Asing boncos pada kabur. [6281],6,2023-08-31 15:56:09.914330476,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5977/,5336,209
2023-08-31,idx_channel,user_27902,Market tolong jelaskan lebih detail? [6735],10,2023-08-31 18:15:32.111070368,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5978/,4143,341
2023-08-31,kontannews,user_16893,IHSG sangat bagus inflasi terkendali. [8133],2,2023-09-01 07:48:54.307810260,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5979/,4548,322
2023-08-31,katadatacoid,user_79946,Ekonomi boncos pada kabur. [1760],2,2023-08-31 23:19:16.504550152,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5980/,5580,280
2023-08-31,bisniscom,user_74687,Kondisi ekonomi bullish untuk jangka panjang. [8683],1,2023-08-31 23:53:38.701290044,Berita ekonomi terbaru dari bisniscom. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5981/,4368,297
2023-08-31,bisniscom,user_58852,Investasi menguntungkan untuk jangka panjang. [8873],8,2023-08-31 17:07:00.898029932,Berita ekonomi terbaru dari bisniscom. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5982/,5587,247
2023-08-31,kontannews,user_47378,Portofolio rebound mantap! #cuan [1407],0,2023-08-31 20:22:23.094769824,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5983/,4864,215
2023-08-31,bisniscom,user_39791,Kondisi ekonomi meroket inflasi terkendali. [2261],0,2023-09-01 01:34:45.291509716,Berita ekonomi terbaru dari bisniscom. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5984/,2277,178
2023-08-31,katadatacoid,user_88883,Investasi naik waktunya serok bawah 🚀 [1054],2,2023-09-01 06:05:07.488249608,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5985/,4302,101
2023-08-31,idx_channel,user_12516,Kebijakan hancur gak jelas! 🤬 [1898],1,2023-09-01 10:32:29.684989500,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5986/,6674,260
2023-08-31,kontannews,user_63853,Market turun tajam resesi di depan mata. [6794],0,2023-09-01 10:30:51.881729392,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5987/,5757,348
2023-08-31,kontannews,user_7831,Ekonomi crash pada kabur. [2940],14,2023-09-01 07:25:14.078469280,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5988/,4638,357
2023-08-31,idx_channel,user_80630,Investasi menguntungkan fundamental kuat. [2189],3,2023-09-01 02:42:36.275209172,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5989/,3395,539
2023-08-31,kontannews,user_57440,Perbankan hold dulu bulan ini. [1612],5,2023-09-01 01:40:58.471949064,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5990/,4131,281
2023-08-31,kontannews,user_14181,Suku bunga hold dulu min? [9437],4,2023-09-01 04:37:20.668688956,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5991/,4375,184
2023-08-31,cnbcindonesia,user_54064,Market apa dampaknya lebih detail? [9304],5,2023-09-01 19:37:42.865428848,Berita ekonomi terbaru dari cnbcindonesia. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5992/,6233,222
2023-08-31,katadatacoid,user_76487,Portofolio bullish waktunya serok bawah 🚀 [3644],2,2023-09-01 04:47:05.062168740,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5993/,5310,256
2023-08-31,katadatacoid,user_51159,Market crash gak jelas! 🤬 [7998],9,2023-09-01 08:46:27.258908628,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5994/,4869,319
2023-09-01,cnbcindonesia,user_39247,Kondisi ekonomi hijau terus untuk jangka panjang. [8992],5,2023-09-01 11:35:49.455648520,Berita ekonomi terbaru dari cnbcindonesia. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5995/,5667,292
2023-09-01,katadatacoid,user_29122,Kebijakan BI bullish mantap! #cuan [2094],8,2023-09-01 16:25:11.652388412,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5996/,7345,205
2023-09-01,katadatacoid,user_13892,Market rebound inflasi terkendali. [7229],1,2023-09-01 02:39:33.849128304,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5997/,4692,297
2023-09-01,kontannews,user_59493,IHSG menunggu rilis akhir tahun? [8375],0,2023-09-01 21:08:56.045868196,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5998/,2834,488
2023-09-01,bisniscom,user_98056,Market bearish ngeri bgt. [5582],5,2023-09-02 02:39:18.242608088,Berita ekonomi terbaru dari bisniscom. IHSG bergerak fluktuatif.,https://instagram.com/p/mock5999/,4449,265
2023-09-01,idx_channel,user_76327,Kondisi ekonomi naik fundamental kuat. [1034],6,2023-09-02 04:52:40.439347976,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock6000/,5884,279
2023-09-01,katadatacoid,user_31887,Asing anjlok ngeri bgt. [9343],9,2023-09-02 04:14:02.636087868,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock6001/,5157,15
2023-09-01,bisniscom,user_23463,Porto crash gak jelas! 🤬 [6980],4,2023-09-01 15:23:24.832827760,Berita ekonomi terbaru dari bisniscom. IHSG bergerak fluktuatif.,https://instagram.com/p/mock6002/,6930,362
2023-09-01,kontannews,user_24087,Market sangat bagus mantap! #cuan [8216],6,2023-09-01 19:53:47.029567652,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock6003/,4437,429
2023-09-01,kontannews,user_97822,Portofolio rebound fundamental kuat. [1315],9,2023-09-01 15:58:09.226307544,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock6004/,3067,227
2023-09-01,kontannews,user_40076,IHSG meroket inflasi terkendali. [4475],3,2023-09-02 05:24:31.423047436,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock6005/,6205,302
2023-09-01,idx_channel,user_96489,Suku bunga menunggu rilis lebih detail? [6203],2,2023-09-02 00:18:53.619787324,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock6006/,6227,286
2023-09-01,katadatacoid,user_92751,Market menunggu rilis akhir tahun? [2809],4,2023-09-01 21:28:15.816527216,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock6007/,4756,296
2023-09-01,idx_channel,user_38458,Porto bearish pada kabur. [5605],0,2023-09-02 05:17:38.013267108,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock6008/,5853,206
2023-09-01,bisniscom,user_90997,Perbankan menunggu rilis lebih detail? [3077],5,2023-09-01 22:22:00.210007000,Berita ekonomi terbaru dari bisniscom. IHSG bergerak fluktuatif.,https://instagram.com/p/mock6009/,4237,444
2023-09-01,cnbcindonesia,user_99982,Kondisi ekonomi sangat bagus waktunya serok bawah 🚀 [5566],0,2023-09-02 11:20:22.406746892,Berita ekonomi terbaru dari cnbcindonesia. IHSG bergerak fluktuatif.,https://instagram.com/p/mock6010/,5199,187
2023-09-01,kontannews,user_71972,Saham hijau terus waktunya serok bawah 🚀 [6434],5,2023-09-01 22:40:44.603486784,Berita ekonomi terbaru dari kontannews. IHSG bergerak fluktuatif.,https://instagram.com/p/mock6011/,5550,527
2023-09-01,cnbcindonesia,user_41553,IHSG bearish resesi di depan mata. [6112],6,2023-09-02 09:19:06.800226672,Berita ekonomi terbaru dari cnbcindonesia. IHSG bergerak fluktuatif.,https://instagram.com/p/mock6012/,5568,358
2023-09-01,cnbcindonesia,user_62950,IHSG tolong jelaskan min? [9217],0,2023-09-02 09:46:28.996966564,Berita ekonomi terbaru dari cnbcindonesia. IHSG bergerak fluktuatif.,https://instagram.com/p/mock6013/,6388,357
2023-09-01,katadatacoid,user_90565,Market meroket waktunya serok bawah 🚀 [2085],5,2023-09-02 17:54:51.193706456,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock6014/,3893,191
2023-09-01,katadatacoid,user_50988,IHSG menunggu rilis lebih detail? [4973],2,2023-09-02 11:54:13.390446348,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock6015/,5343,310
2023-09-01,katadatacoid,user_33900,Ekonomi boncos gak jelas! 🤬 [3406],1,2023-09-02 13:24:35.587186240,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock6016/,3053,168
2023-09-01,bisniscom,user_57573,Kebijakan bearish ngeri bgt. [5247],0,2023-09-01 23:41:57.783926132,Berita ekonomi terbaru dari bisniscom. IHSG bergerak fluktuatif.,https://instagram.com/p/mock6017/,3742,402
2023-09-01,katadatacoid,user_75404,Ekonomi hancur gak jelas! 🤬 [4425],1,2023-09-02 19:43:19.980666020,Berita ekonomi terbaru dari katadatacoid. IHSG bergerak fluktuatif.,https://instagram.com/p/mock6018/,4791,231
2023-09-01,bisniscom,user_16998,Portofolio hijau terus mantap! #cuan [6074],3,2023-09-02 13:00:42.177405912,Berita ekonomi terbaru dari bisniscom. IHSG bergerak fluktuatif.,https://instagram.com/p/mock6019/,4337,33
2023-09-02,bisniscom,user_26117,Market bullish mantap! #cuan [7133],1,2023-09-02 16:04:04.374145804,Berita ekonomi terbaru dari bisniscom. IHSG bergerak fluktuatif.,https://instagram.com/p/mock6020/,5003,267
2023-09-02,idx_channel,user_76686,Kebijakan boncos resesi di depan mata. [3549],1,2023-09-02 15:19:26.570885696,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock6021/,5914,256
2023-09-02,bisniscom,user_64843,Market hold dulu lebih detail? [5233],4,2023-09-02 17:19:48.767625588,Berita ekonomi terbaru dari bisniscom. IHSG bergerak fluktuatif.,https://instagram.com/p/mock6022/,5029,548
2023-09-02,cnbcindonesia,user_29915,Saham sangat bagus mantap! #cuan [2707],6,2023-09-02 18:56:10.964365480,Berita ekonomi terbaru dari cnbcindonesia. IHSG bergerak fluktuatif.,https://instagram.com/p/mock6023/,5517,288
2023-09-02,idx_channel,user_26627,Saham naik waktunya serok bawah 🚀 [8094],2,2023-09-02 15:24:33.161105368,Berita ekonomi terbaru dari idx_channel. IHSG bergerak fluktuatif.,https://instagram.com/p/mock6024/,6155,357
